Farm,Type,Round,Date,Species,,,,,,
Farm19,ELS,3,03/08/2013,Bombus vestalis,,,,,,
Farm19,ELS,3,03/08/2013,Bombus vestalis,,,,,,
Farm19,ELS,3,03/08/2013,Bombus vestalis,,,,,,
Farm19,ELS,3,15/08/2014,Bombus vestalis,,,,,,
Farm19,ELS,2,03/07/2014,Hylaeus communis,,,,,,
Farm19,ELS,1,03/06/2013,Lasioglossum calceatum,,,,,,
Farm19,ELS,1,03/06/2013,Nomada flava/panzeri,,,,,,
Farm19,ELS,1,03/06/2013,Nomada flava/panzeri,,,,,,
Farm19,ELS,1,21/05/2014,Nomada flava/panzeri,,,,,,
Farm19,ELS,1,21/05/2014,Nomada flava/panzeri,,,,,,
Farm19,ELS,1,21/05/2014,Nomada flava/panzeri,,,,,,
Farm19,ELS,1,21/05/2014,Nomada goodeniana,,,,,,
Farm8,HLS,1,05/06/2013,Andrena carantonica,,,,,,
Farm8,HLS,3,06/08/2013,Andrena dorsata,,,,,,
Farm8,HLS,3,06/08/2013,Andrena dorsata,,,,,,
Farm8,HLS,3,08/08/2014,Andrena flavipes,,,,,,
Farm8,HLS,2,01/07/2014,Andrena haemorrhoa,,,,,,
Farm8,HLS,3,08/08/2014,Andrena minutula,,,,,,
Farm8,HLS,3,08/08/2014,Andrena minutula,,,,,,
Farm8,HLS,1,05/06/2013,Bombus campestris,,,,,,
Farm8,HLS,1,05/06/2013,Bombus hortorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus hortorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus hortorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus hortorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus hortorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus hortorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus hortorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus hortorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus hortorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus hortorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus hortorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus hortorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus hortorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus hortorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus hortorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus hortorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus hortorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus hortorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus hortorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus hortorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus hortorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus hortorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus hortorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus hortorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus hortorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus hypnorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus hypnorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lapidarius,,,,,,
Farm8,HLS,2,15/07/2013,Bombus lucorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lucorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus lucorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus lucorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lucorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus lucorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus pascuorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus pascuorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus pascuorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus pascuorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus pascuorum,,,,,,
Farm8,HLS,1,05/06/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,3,06/08/2013,Bombus pascuorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pascuorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pascuorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pascuorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pascuorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pascuorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus pascuorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus pascuorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus pascuorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus pascuorum,,,,,,
Farm8,HLS,2,01/07/2014,Bombus pascuorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pascuorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pascuorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pascuorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pascuorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pascuorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pascuorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pascuorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pratorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pratorum,,,,,,
Farm8,HLS,1,21/05/2014,Bombus pratorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pratorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pratorum,,,,,,
Farm8,HLS,3,08/08/2014,Bombus pratorum,,,,,,
Farm8,HLS,2,15/07/2013,Bombus terrestris,,,,,,
Farm8,HLS,2,15/07/2013,Bombus terrestris,,,,,,
Farm8,HLS,2,15/07/2013,Bombus terrestris,,,,,,
Farm8,HLS,2,15/07/2013,Bombus terrestris,,,,,,
Farm8,HLS,2,15/07/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,3,06/08/2013,Bombus terrestris,,,,,,
Farm8,HLS,1,05/06/2013,Bombus terrestris,,,,,,
Farm8,HLS,2,01/07/2014,Bombus terrestris,,,,,,
Farm8,HLS,2,01/07/2014,Bombus terrestris,,,,,,
Farm8,HLS,2,01/07/2014,Bombus terrestris,,,,,,
Farm8,HLS,2,01/07/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,3,08/08/2014,Bombus terrestris,,,,,,
Farm8,HLS,2,01/07/2014,Bombus vestalis,,,,,,
Farm8,HLS,3,08/08/2014,Bombus vestalis,,,,,,
Farm8,HLS,2,01/07/2014,Colletes daviesanus,,,,,,
Farm8,HLS,2,15/07/2013,Hylaeus cornutus,,,,,,
Farm8,HLS,2,15/07/2013,Hylaeus cornutus,,,,,,
Farm8,HLS,3,06/08/2013,Hylaeus cornutus,,,,,,
Farm8,HLS,3,06/08/2013,Hylaeus cornutus,,,,,,
Farm8,HLS,3,06/08/2013,Hylaeus cornutus,,,,,,
Farm8,HLS,3,08/08/2014,Hylaeus cornutus,,,,,,
Farm8,HLS,3,08/08/2014,Hylaeus cornutus,,,,,,
Farm8,HLS,3,08/08/2014,Hylaeus cornutus,,,,,,
Farm8,HLS,3,06/08/2013,Megachile centuncularis,,,,,,
Farm8,HLS,3,08/08/2014,Megachile ligniseca,,,,,,
Farm8,HLS,3,08/08/2014,Megachile ligniseca,,,,,,
Farm8,HLS,2,01/07/2014,Megachile willughbiella,,,,,,
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,,,,,,
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,,,,,,
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,,,,,,
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,,,,,,
Farm9,HLS,1,25/05/2014,Andrena carantonica,,,,,,
Farm9,HLS,1,26/05/2013,Andrena cineraria,,,,,,
Farm9,HLS,1,26/05/2013,Andrena haemorrhoa,,,,,,
Farm9,HLS,1,26/05/2013,Andrena haemorrhoa,,,,,,
Farm9,HLS,2,13/07/2013,Bombus hortorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus hortorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus hortorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus hortorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus hortorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus hortorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus hortorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus hortorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus hortorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus hortorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus hortorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus hortorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus hortorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus hortorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus hortorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus hortorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus hortorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lapidarius,,,,,,
Farm9,HLS,1,25/05/2014,Bombus lapidarius,,,,,,
Farm9,HLS,1,25/05/2014,Bombus lapidarius,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lapidarius,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lapidarius,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lapidarius,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lapidarius,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lapidarius,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lapidarius,,,,,,
Farm9,HLS,3,09/08/2014,Bombus lapidarius,,,,,,
Farm9,HLS,3,09/08/2014,Bombus lapidarius,,,,,,
Farm9,HLS,3,09/08/2014,Bombus lapidarius,,,,,,
Farm9,HLS,3,09/08/2014,Bombus lapidarius,,,,,,
Farm9,HLS,3,09/08/2014,Bombus lapidarius,,,,,,
Farm9,HLS,3,09/08/2014,Bombus lapidarius,,,,,,
Farm9,HLS,3,09/08/2014,Bombus lapidarius,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lucorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus lucorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lucorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lucorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lucorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lucorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lucorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus lucorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lucorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus lucorum,,,,,,
Farm9,HLS,1,26/05/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,3,07/08/2013,Bombus pascuorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus pascuorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus pascuorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus pascuorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus pascuorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus pascuorum,,,,,,
Farm9,HLS,2,04/07/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pascuorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pratorum,,,,,,
Farm9,HLS,2,13/07/2013,Bombus pratorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus pratorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus pratorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus pratorum,,,,,,
Farm9,HLS,3,09/08/2014,Bombus pratorum,,,,,,
Farm9,HLS,1,25/05/2014,Bombus ruderarius,,,,,,
Farm9,HLS,2,04/07/2014,Bombus ruderarius,,,,,,
Farm9,HLS,3,07/08/2013,Bombus rupestris,,,,,,
Farm9,HLS,1,25/05/2014,Bombus rupestris,,,,,,
Farm9,HLS,3,09/08/2014,Bombus rupestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,13/07/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,3,07/08/2013,Bombus terrestris,,,,,,
Farm9,HLS,2,04/07/2014,Bombus terrestris,,,,,,
Farm9,HLS,2,04/07/2014,Bombus terrestris,,,,,,
Farm9,HLS,3,09/08/2014,Bombus terrestris,,,,,,
Farm9,HLS,3,09/08/2014,Bombus terrestris,,,,,,
Farm9,HLS,1,26/05/2013,Bombus vestalis,,,,,,
Farm9,HLS,3,07/08/2013,Bombus vestalis,,,,,,
Farm9,HLS,3,07/08/2013,Bombus vestalis,,,,,,
Farm9,HLS,3,07/08/2013,Bombus vestalis,,,,,,
Farm9,HLS,3,07/08/2013,Bombus vestalis,,,,,,
Farm9,HLS,3,07/08/2013,Lasioglossum calceatum,,,,,,
Farm9,HLS,1,26/05/2013,Nomada goodeniana,,,,,,
Farm9,HLS,1,26/05/2013,Nomada ruficornis,,,,,,
Farm9,HLS,1,25/05/2014,Nomada ruficornis,,,,,,
Farm10,HLS,3,07/08/2014,Andrena alfkenella,,,,,,
Farm10,HLS,1,05/06/2013,Andrena cineraria,,,,,,
Farm10,HLS,2,29/06/2014,Andrena cineraria,,,,,,
Farm10,HLS,1,05/06/2013,Andrena dorsata,,,,,,
Farm10,HLS,1,05/06/2013,Andrena dorsata,,,,,,
Farm10,HLS,1,05/06/2013,Andrena dorsata,,,,,,
Farm10,HLS,2,05/07/2013,Andrena haemorrhoa,,,,,,
Farm10,HLS,2,05/07/2013,Andrena minutula,,,,,,
Farm10,HLS,2,29/06/2014,Andrena minutula,,,,,,
Farm10,HLS,2,29/06/2014,Andrena nitida,,,,,,
Farm10,HLS,2,29/06/2014,Andrena semilaevis,,,,,,
Farm10,HLS,2,29/06/2014,Andrena semilaevis,,,,,,
Farm10,HLS,2,29/06/2014,Anthidium manicatum,,,,,,
Farm10,HLS,1,05/06/2013,Bombus hortorum,,,,,,
Farm10,HLS,1,05/06/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,2,05/07/2013,Bombus hortorum,,,,,,
Farm10,HLS,3,03/08/2013,Bombus hortorum,,,,,,
Farm10,HLS,3,03/08/2013,Bombus hortorum,,,,,,
Farm10,HLS,3,03/08/2013,Bombus hortorum,,,,,,
Farm10,HLS,3,03/08/2013,Bombus hortorum,,,,,,
Farm10,HLS,1,27/05/2014,Bombus hortorum,,,,,,
Farm10,HLS,1,27/05/2014,Bombus hortorum,,,,,,
Farm10,HLS,1,27/05/2014,Bombus hortorum,,,,,,
Farm10,HLS,2,29/06/2014,Bombus hortorum,,,,,,
Farm10,HLS,2,29/06/2014,Bombus hortorum,,,,,,
Farm10,HLS,2,29/06/2014,Bombus hortorum,,,,,,
Farm10,HLS,2,29/06/2014,Bombus hortorum,,,,,,
Farm10,HLS,2,29/06/2014,Bombus hortorum,,,,,,
