Farm,Type,Round,Year,Species,Nature,Abundance
Farm4,HLS,1,2014,Carduus crispus,Wild,8
Farm4,HLS,1,2014,Cephalanthera longifolia,Wild,160
Farm4,HLS,1,2014,Cerastium fontanum,Wild,10
Farm4,HLS,1,2014,Crepis capillaris,Wild,6
Farm4,HLS,1,2014,Crepis vesicaria,Wild,110
Farm4,HLS,1,2014,Crepis vesicaria,Wild,42
Farm4,HLS,1,2014,Cruciata laevipes,Wild,150
Farm4,HLS,1,2014,Cruciata laevipes,Wild,17810
Farm4,HLS,1,2014,Cruciata laevipes,Wild,7700
Farm4,HLS,1,2014,Cruciata laevipes,Wild,6000
Farm4,HLS,1,2014,Cruciata laevipes,Wild,800
Farm4,HLS,1,2014,Cruciata laevipes,Wild,1100
Farm4,HLS,1,2014,Cruciata laevipes,Wild,100
Farm4,HLS,1,2014,Cruciata laevipes,Wild,570
Farm4,HLS,1,2014,Cruciata laevipes,Wild,700
Farm4,HLS,1,2014,Euphorbia amygdaloides,Wild,330
Farm4,HLS,1,2014,Euphorbia amygdaloides,Wild,17
Farm4,HLS,1,2014,Fragaria vesca,Wild,114
Farm4,HLS,1,2014,Fragaria vesca,Wild,190
Farm4,HLS,1,2014,Geranium columbinum,Wild,2
Farm4,HLS,1,2014,Geranium molle,Wild,7
Farm4,HLS,1,2014,Geranium pyrenaicum,Wild,7
Farm4,HLS,1,2014,Geranium robertianum,Wild,7
Farm4,HLS,1,2014,Geranium robertianum,Wild,350
Farm4,HLS,1,2014,Geum urbanum,Wild,14
Farm4,HLS,1,2014,Geum urbanum,Wild,6
Farm4,HLS,1,2014,Glechoma hederacea,Wild,140
Farm4,HLS,1,2014,Glechoma hederacea,Wild,100
Farm4,HLS,1,2014,Glechoma hederacea,Wild,980
Farm4,HLS,1,2014,Glechoma hederacea,Wild,80
Farm4,HLS,1,2014,Glechoma hederacea,Wild,520
Farm4,HLS,1,2014,Helianthemum nummularium,Wild,3
Farm4,HLS,1,2014,Heracleum sphondylium,Wild,350
Farm4,HLS,1,2014,Hesperis matronalis,Wild,3
Farm4,HLS,1,2014,Hypochaeris radicata,Wild,4
Farm4,HLS,1,2014,Lamium album,Wild,9
Farm4,HLS,1,2014,Lamium album,Wild,15
Farm4,HLS,1,2014,Lamium album,Wild,2000
Farm4,HLS,1,2014,Lamium album,Wild,178
Farm4,HLS,1,2014,Lamium album,Wild,355
Farm4,HLS,1,2014,Lamium album,Wild,98
Farm4,HLS,1,2014,Leucanthemum vulgare,Sown,1
Farm4,HLS,1,2014,Medicago lupulina,Sown,15
Farm4,HLS,1,2014,Medicago lupulina,Sown,400
Farm4,HLS,1,2014,Medicago lupulina,Sown,760
Farm4,HLS,1,2014,Medicago lupulina,Sown,40
Farm4,HLS,1,2014,Medicago lupulina,Sown,1250
Farm4,HLS,1,2014,Orobanche minor,Wild,1
Farm4,HLS,1,2014,Plantago lanceolata,Sown,190
Farm4,HLS,1,2014,Plantago lanceolata,Sown,150
Farm4,HLS,1,2014,Plantago lanceolata,Sown,16
Farm4,HLS,1,2014,Plantago lanceolata,Sown,18
Farm4,HLS,1,2014,Potentilla anserina,Wild,1
Farm4,HLS,1,2014,Ranunculus acris,Sown,8
Farm4,HLS,1,2014,Ranunculus repens,Wild,58
Farm4,HLS,1,2014,Ranunculus repens,Wild,400
Farm4,HLS,1,2014,Ranunculus repens,Wild,250
Farm4,HLS,1,2014,Ranunculus repens,Wild,240
Farm4,HLS,1,2014,Ranunculus repens,Wild,40
Farm4,HLS,1,2014,Ranunculus repens,Wild,70
Farm4,HLS,1,2014,Ranunculus repens,Wild,180
Farm4,HLS,1,2014,Ranunculus repens,Wild,380
Farm4,HLS,1,2014,Ranunculus repens,Wild,30
Farm4,HLS,1,2014,Rubus fruticosus agg.,Wild,160
Farm4,HLS,1,2014,Rubus fruticosus agg.,Wild,80
Farm4,HLS,1,2014,Sherardia arvensis,Wild,50
Farm4,HLS,1,2014,Sherardia arvensis,Wild,2763
Farm4,HLS,1,2014,Silene dioica,Sown,28
Farm4,HLS,1,2014,Silene dioica,Sown,60
Farm4,HLS,1,2014,Silene latifolia,Wild,6
Farm4,HLS,1,2014,Silene latifolia,Wild,150
Farm4,HLS,1,2014,Silene vulgaris,Wild,63
Farm4,HLS,1,2014,Silene vulgaris,Wild,65
Farm4,HLS,1,2014,Silene x hampeana,Wild,12
Farm4,HLS,1,2014,Sinapis arvensis,Wild,50
Farm4,HLS,1,2014,Sisymbrium officinale,Wild,20
Farm4,HLS,1,2014,Taraxacum agg.,Wild,9
Farm4,HLS,1,2014,Taraxacum agg.,Wild,16
Farm4,HLS,1,2014,Taraxacum agg.,Wild,1
Farm4,HLS,1,2014,Taraxacum agg.,Wild,6
Farm4,HLS,1,2014,Taraxacum agg.,Wild,76
Farm4,HLS,1,2014,Taraxacum agg.,Wild,150
Farm4,HLS,1,2014,Taraxacum agg.,Wild,63
Farm4,HLS,1,2014,Trifolium pratense,Sown,18
Farm4,HLS,1,2014,Trifolium repens,Wild,27
Farm4,HLS,1,2014,Trifolium repens,Wild,2860
Farm4,HLS,1,2014,Trifolium repens,Wild,150
Farm4,HLS,1,2014,Trifolium repens,Wild,80
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,105
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,9750
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,4600
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,4600
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,1000
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,170
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,350
Farm4,HLS,1,2014,Veronica chamaedrys,Wild,2500
Farm4,HLS,2,2013,Agrimonia eupatorium,Wild,12
Farm4,HLS,2,2013,Agrimonia eupatorium,Wild,20
Farm4,HLS,2,2013,Agrimonia eupatorium,Wild,15
Farm4,HLS,2,2013,Anacamptis pyramidalis,Wild,1
Farm4,HLS,2,2013,Anagallis arvensis,Wild,60
Farm4,HLS,2,2013,Anagallis arvensis,Wild,65
Farm4,HLS,2,2013,Bellis perennis,Wild,26
Farm4,HLS,2,2013,Bellis perennis,Wild,15
Farm4,HLS,2,2013,Borago officinalis,Wild,3
Farm4,HLS,2,2013,Bryonia dioica,Wild,6
Farm4,HLS,2,2013,Bryonia dioica,Wild,33
Farm4,HLS,2,2013,Bryonia dioica,Wild,32
Farm4,HLS,2,2013,Capsella bursa-pastoris,Wild,12
Farm4,HLS,2,2013,Centaurea scabiosa,Sown,188
Farm4,HLS,2,2013,Chaerophyllum temulum,Wild,820
Farm4,HLS,2,2013,Chaerophyllum temulum,Wild,15
Farm4,HLS,2,2013,Chaerophyllum temulum,Wild,420
Farm4,HLS,2,2013,Chaerophyllum temulum,Wild,32
Farm4,HLS,2,2013,Chaerophyllum temulum,Wild,310
Farm4,HLS,2,2013,Chaerophyllum temulum,Wild,23
Farm4,HLS,2,2013,Chaerophyllum temulum,Wild,980
Farm4,HLS,2,2013,Clinopodium acinos,Wild,160
Farm4,HLS,2,2013,Convolvulus arvensis,Wild,6
Farm4,HLS,2,2013,Convolvulus arvensis,Wild,1
Farm4,HLS,2,2013,Convolvulus arvensis,Wild,25
Farm4,HLS,2,2013,Cornus sanguinea,Wild,200
Farm4,HLS,2,2013,Crepis capillaris,Wild,4
Farm4,HLS,2,2013,Crepis capillaris,Wild,350
Farm4,HLS,2,2013,Crepis capillaris,Wild,15
Farm4,HLS,2,2013,Crepis capillaris,Wild,250
Farm4,HLS,2,2013,Crepis capillaris,Wild,46
Farm4,HLS,2,2013,Crepis capillaris,Wild,6
Farm4,HLS,2,2013,Crepis capillaris,Wild,84
Farm4,HLS,2,2013,Crepis vesicaria,Wild,35
Farm4,HLS,2,2013,Cruciata laevipes,Wild,250
Farm4,HLS,2,2013,Cruciata laevipes,Wild,95
Farm4,HLS,2,2013,Cruciata laevipes,Wild,18
Farm4,HLS,2,2013,Cruciata laevipes,Wild,140
Farm4,HLS,2,2013,Cruciata laevipes,Wild,13
Farm4,HLS,2,2013,Cruciata laevipes,Wild,140
Farm4,HLS,2,2013,Cruciata laevipes,Wild,150
Farm4,HLS,2,2013,Fumaria officinalis,Wild,47
Farm4,HLS,2,2013,Galium mollugo,Wild,18
Farm4,HLS,2,2013,Geranium columbinum,Wild,70
Farm4,HLS,2,2013,Geranium columbinum,Wild,63
Farm4,HLS,2,2013,Geranium dissectum,Wild,6
Farm4,HLS,2,2013,Geranium dissectum,Wild,5
Farm4,HLS,2,2013,Geranium dissectum,Wild,3
Farm4,HLS,2,2013,Geranium dissectum,Wild,5
Farm4,HLS,2,2013,Geranium molle,Wild,23
Farm4,HLS,2,2013,Geranium robertianum,Wild,60
Farm4,HLS,2,2013,Geranium robertianum,Wild,16
Farm4,HLS,2,2013,Geum urbanum,Wild,3
Farm4,HLS,2,2013,Helianthemum nummularium,Wild,15
Farm4,HLS,2,2013,Heracleum sphondylium,Wild,42
Farm4,HLS,2,2013,Heracleum sphondylium,Wild,6
Farm4,HLS,2,2013,Heracleum sphondylium,Wild,26
Farm4,HLS,2,2013,Heracleum sphondylium,Wild,560
Farm4,HLS,2,2013,Hieracium agg.,Wild,20
Farm4,HLS,2,2013,Hieracium agg.,Wild,60
Farm4,HLS,2,2013,Hypochaeris radicata,Wild,2
Farm4,HLS,2,2013,Hypochaeris radicata,Wild,4
Farm4,HLS,2,2013,Knautia arvensis,Sown,1
Farm4,HLS,2,2013,Knautia arvensis,Sown,6
Farm4,HLS,2,2013,Lamium purpureum,Wild,18
Farm4,HLS,2,2013,Lapsana communis,Wild,6
Farm4,HLS,2,2013,Lapsana communis,Wild,118
Farm4,HLS,2,2013,Lapsana communis,Wild,72
Farm4,HLS,2,2013,Lapsana communis,Wild,5
Farm4,HLS,2,2013,Lapsana communis,Wild,3
Farm4,HLS,2,2013,Lapsana communis,Wild,32
Farm4,HLS,2,2013,Leontodon hispidus,Sown,39
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,112
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,71
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,28
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,75
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,2
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,141
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,3
Farm4,HLS,2,2013,Leucanthemum vulgare,Sown,3700
Farm4,HLS,2,2013,Linum catharticum,Wild,180
Farm4,HLS,2,2013,Lithospermum officinale,Wild,12
Farm4,HLS,2,2013,Lotus corniculatus,Sown,33
Farm4,HLS,2,2013,Matricaria discoidea,Wild,150
Farm4,HLS,2,2013,Medicago lupulina,Sown,500
Farm4,HLS,2,2013,Medicago lupulina,Sown,18
Farm4,HLS,2,2013,Medicago lupulina,Sown,29
Farm4,HLS,2,2013,Medicago lupulina,Sown,190
Farm4,HLS,2,2013,Medicago sativa,Sown,160
Farm4,HLS,2,2013,Myosotis arvensis,Wild,12
Farm4,HLS,2,2013,Onobrychis viciifolia,Sown,6
Farm4,HLS,2,2013,Papaver rhoeas,Wild,3
Farm4,HLS,2,2013,Plantago lanceolata,Sown,70
Farm4,HLS,2,2013,Plantago lanceolata,Sown,18
Farm4,HLS,2,2013,Potentilla reptans,Wild,31
Farm4,HLS,2,2013,Prunella vulgaris,Sown,105
Farm4,HLS,2,2013,Ranunculus acris,Sown,29
Farm4,HLS,2,2013,Ranunculus acris,Sown,35
Farm4,HLS,2,2013,Ranunculus acris,Sown,4
Farm4,HLS,2,2013,Ranunculus repens,Wild,113
Farm4,HLS,2,2013,Ranunculus repens,Wild,53
Farm4,HLS,2,2013,Ranunculus repens,Wild,35
Farm4,HLS,2,2013,Ranunculus repens,Wild,195
Farm4,HLS,2,2013,Ranunculus repens,Wild,170
Farm4,HLS,2,2013,Ranunculus repens,Wild,450
Farm4,HLS,2,2013,Ranunculus repens,Wild,100
Farm4,HLS,2,2013,Ranunculus repens,Wild,260
Farm4,HLS,2,2013,Ranunculus repens,Wild,60
Farm4,HLS,2,2013,Reseda lutea,Wild,65
Farm4,HLS,2,2013,Rosa arvensis,Wild,1
Farm4,HLS,2,2013,Rubus fruticosus agg.,Wild,1
Farm4,HLS,2,2013,Rubus fruticosus agg.,Wild,51
Farm4,HLS,2,2013,Rubus fruticosus agg.,Wild,5
Farm4,HLS,2,2013,Sambucus nigra,Wild,32
Farm4,HLS,2,2013,Senecio vulgaris,Wild,130
Farm4,HLS,2,2013,Senecio vulgaris,Wild,16
Farm4,HLS,2,2013,Silene dioica,Sown,42
Farm4,HLS,2,2013,Silene latifolia,Wild,40
Farm4,HLS,2,2013,Silene latifolia,Wild,1
Farm4,HLS,2,2013,Silene vulgaris,Wild,20
Farm4,HLS,2,2013,Silene vulgaris,Wild,18
Farm4,HLS,2,2013,Silene vulgaris,Wild,785
Farm4,HLS,2,2013,Silene vulgaris,Wild,60
Farm4,HLS,2,2013,Sinapis arvensis,Wild,18
Farm4,HLS,2,2013,Sisymbrium officinale,Wild,182
Farm4,HLS,2,2013,Sisymbrium officinale,Wild,65
Farm4,HLS,2,2013,Sonchus asper,Wild,3
Farm4,HLS,2,2013,Stachys sylvatica,Wild,600
Farm4,HLS,2,2013,Stachys sylvatica,Wild,18
Farm4,HLS,2,2013,Stachys sylvatica,Wild,416
Farm4,HLS,2,2013,Stachys sylvatica,Wild,2000
Farm4,HLS,2,2013,Stachys sylvatica,Wild,60
Farm4,HLS,2,2013,Taraxacum agg.,Wild,2
Farm4,HLS,2,2013,Taraxacum agg.,Wild,33
Farm4,HLS,2,2013,Taraxacum agg.,Wild,2
Farm4,HLS,2,2013,Taraxacum agg.,Wild,8
Farm4,HLS,2,2013,Tragopogon pratensis,Wild,3
Farm4,HLS,2,2013,Tragopogon pratensis,Wild,1
Farm4,HLS,2,2013,Trifolium campestre,Wild,16
Farm4,HLS,2,2013,Trifolium campestre,Wild,470
Farm4,HLS,2,2013,Trifolium pratense,Sown,15
Farm4,HLS,2,2013,Trifolium pratense,Sown,18
Farm4,HLS,2,2013,Trifolium pratense,Sown,8
Farm4,HLS,2,2013,Trifolium pratense,Sown,33
Farm4,HLS,2,2013,Trifolium repens,Wild,660
Farm4,HLS,2,2013,Trifolium repens,Wild,1045
Farm4,HLS,2,2013,Trifolium repens,Wild,200
Farm4,HLS,2,2013,Trifolium repens,Wild,620
Farm4,HLS,2,2013,Trifolium repens,Wild,78
Farm4,HLS,2,2013,Trifolium repens,Wild,4000
Farm4,HLS,2,2013,Trifolium repens,Wild,3
Farm4,HLS,2,2013,Trifolium repens,Wild,156
Farm4,HLS,2,2013,Trifolium repens,Wild,265
Farm4,HLS,2,2013,Tripleurospermum inodorum,Wild,270
Farm4,HLS,2,2013,Tripleurospermum inodorum,Wild,1100
Farm4,HLS,2,2013,Tripleurospermum inodorum,Wild,38
Farm4,HLS,2,2013,Tripleurospermum inodorum,Wild,130
Farm4,HLS,2,2013,Veronica chamaedrys,Wild,18
Farm4,HLS,2,2013,Veronica chamaedrys,Wild,2
Farm4,HLS,2,2013,Veronica chamaedrys,Wild,6
Farm4,HLS,2,2013,Veronica persica,Wild,8
Farm4,HLS,2,2014,Agrimonia eupatorium,Wild,620
Farm4,HLS,2,2014,Agrimonia eupatorium,Wild,5
Farm4,HLS,2,2014,Agrimonia eupatorium,Wild,7
Farm4,HLS,2,2014,Anacamptis pyramidalis,Wild,1
Farm4,HLS,2,2014,Anagallis arvensis,Wild,550
Farm4,HLS,2,2014,Anthriscus sylvestris,Wild,10
Farm4,HLS,2,2014,Bellis perennis,Wild,66
Farm4,HLS,2,2014,Bryonia dioica,Wild,310
Farm4,HLS,2,2014,Campanula trachelium,Wild,18
Farm4,HLS,2,2014,Campanula trachelium,Wild,3
Farm4,HLS,2,2014,Carduus crispus,Wild,2
Farm4,HLS,2,2014,Carduus crispus,Wild,17
Farm4,HLS,2,2014,Carduus nutans,Wild,7
Farm4,HLS,2,2014,Centaurea scabiosa,Sown,8
Farm4,HLS,2,2014,Centaurea scabiosa,Sown,10
Farm4,HLS,2,2014,Centaurium erythraea,Wild,300
Farm4,HLS,2,2014,Centaurium erythraea,Wild,2750
Farm4,HLS,2,2014,Centaurium erythraea,Wild,155
Farm4,HLS,2,2014,Chaerophyllum temulum,Wild,650
Farm4,HLS,2,2014,Chaerophyllum temulum,Wild,180
Farm4,HLS,2,2014,Chaerophyllum temulum,Wild,1800
Farm4,HLS,2,2014,Chaerophyllum temulum,Wild,27
Farm4,HLS,2,2014,Chaerophyllum temulum,Wild,2700
Farm4,HLS,2,2014,Cirsium arvense,Wild,12
Farm4,HLS,2,2014,Clinopodium acinos,Wild,2500
Farm4,HLS,2,2014,Convolvulus arvensis,Wild,200
Farm4,HLS,2,2014,Convolvulus arvensis,Wild,8
Farm4,HLS,2,2014,Crepis capillaris,Wild,31
Farm4,HLS,2,2014,Crepis capillaris,Wild,4500
Farm4,HLS,2,2014,Crepis capillaris,Wild,1700
Farm4,HLS,2,2014,Crepis capillaris,Wild,155
Farm4,HLS,2,2014,Crepis capillaris,Wild,720
Farm4,HLS,2,2014,Crepis capillaris,Wild,3
Farm4,HLS,2,2014,Crepis capillaris,Wild,270
Farm4,HLS,2,2014,Euphrasia spp.,Wild,25
Farm4,HLS,2,2014,Fumaria officinalis,Wild,2100
Farm4,HLS,2,2014,Galium mollugo,Wild,3550
Farm4,HLS,2,2014,Galium mollugo,Wild,7500
Farm4,HLS,2,2014,Galium mollugo,Wild,21
Farm4,HLS,2,2014,Geranium columbinum,Wild,1850
Farm4,HLS,2,2014,Geranium columbinum,Wild,13
Farm4,HLS,2,2014,Geranium columbinum,Wild,6
Farm4,HLS,2,2014,Geranium dissectum,Wild,50
Farm4,HLS,2,2014,Geranium dissectum,Wild,3
Farm4,HLS,2,2014,Geranium dissectum,Wild,10
Farm4,HLS,2,2014,Geranium molle,Wild,205
Farm4,HLS,2,2014,Geranium molle,Wild,170
Farm4,HLS,2,2014,Geranium robertianum,Wild,23
Farm4,HLS,2,2014,Geranium robertianum,Wild,21
Farm4,HLS,2,2014,Helianthemum nummularium,Wild,99
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,280
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,20
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,20
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,1
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,1
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,254
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,6580
Farm4,HLS,2,2014,Heracleum sphondylium,Wild,30
Farm4,HLS,2,2014,Hypericum perforatum,Wild,50
Farm4,HLS,2,2014,Hypericum perforatum,Wild,70
Farm4,HLS,2,2014,Hypericum perforatum,Wild,120
Farm4,HLS,2,2014,Lamium album,Wild,2
Farm4,HLS,2,2014,Lamium purpureum,Wild,620
Farm4,HLS,2,2014,Lapsana communis,Wild,52
Farm4,HLS,2,2014,Lapsana communis,Wild,600
Farm4,HLS,2,2014,Lapsana communis,Wild,60
Farm4,HLS,2,2014,Lapsana communis,Wild,7
Farm4,HLS,2,2014,Lapsana communis,Wild,17
Farm4,HLS,2,2014,Lathyrus pratensis,Sown,32
Farm4,HLS,2,2014,Leontodon hispidus,Sown,270
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,40
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,2370
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,1900
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,45
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,290
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,1350
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,3
Farm4,HLS,2,2014,Leucanthemum vulgare,Sown,4750
Farm4,HLS,2,2014,Linum catharticum,Wild,500
Farm4,HLS,2,2014,Linum catharticum,Wild,550
Farm4,HLS,2,2014,Lotus corniculatus,Sown,450
Farm4,HLS,2,2014,Lotus corniculatus,Sown,60
Farm4,HLS,2,2014,Lotus corniculatus,Sown,105
Farm4,HLS,2,2014,Medicago lupulina,Sown,20000
Farm4,HLS,2,2014,Medicago lupulina,Sown,700
Farm4,HLS,2,2014,Medicago lupulina,Sown,223
Farm4,HLS,2,2014,Medicago lupulina,Sown,160000
Farm4,HLS,2,2014,Medicago lupulina,Sown,1350
Farm4,HLS,2,2014,Medicago lupulina,Sown,11200
Farm4,HLS,2,2014,Medicago lupulina,Sown,1300
Farm4,HLS,2,2014,Medicago sativa,Sown,645
Farm4,HLS,2,2014,Odontites verna,Wild,600
Farm4,HLS,2,2014,Odontites verna,Wild,20
Farm4,HLS,2,2014,Odontites verna,Wild,3600
Farm4,HLS,2,2014,Odontites verna,Wild,40
Farm4,HLS,2,2014,Onobrychis viciifolia,Sown,90
Farm4,HLS,2,2014,Orobanche minor,Wild,10
Farm4,HLS,2,2014,Plantago lanceolata,Sown,275
Farm4,HLS,2,2014,Plantago lanceolata,Sown,29
Farm4,HLS,2,2014,Plantago lanceolata,Sown,700
Farm4,HLS,2,2014,Plantago lanceolata,Sown,25
Farm4,HLS,2,2014,Potentilla reptans,Wild,70
Farm4,HLS,2,2014,Prunella vulgaris,Sown,1250
Farm4,HLS,2,2014,Prunella vulgaris,Sown,970
Farm4,HLS,2,2014,Prunella vulgaris,Sown,110
Farm4,HLS,2,2014,Prunella vulgaris,Sown,365
Farm4,HLS,2,2014,Ranunculus repens,Wild,160
Farm4,HLS,2,2014,Ranunculus repens,Wild,70
Farm4,HLS,2,2014,Ranunculus repens,Wild,20
Farm4,HLS,2,2014,Ranunculus repens,Wild,40
Farm4,HLS,2,2014,Ranunculus repens,Wild,395
Farm4,HLS,2,2014,Ranunculus repens,Wild,387
Farm4,HLS,2,2014,Ranunculus repens,Wild,95
Farm4,HLS,2,2014,Ranunculus repens,Wild,400
Farm4,HLS,2,2014,Ranunculus repens,Wild,1500
Farm4,HLS,2,2014,Rubus fruticosus agg.,Wild,10
Farm4,HLS,2,2014,Silene latifolia,Wild,1
Farm4,HLS,2,2014,Silene vulgaris,Wild,12
Farm4,HLS,2,2014,Silene vulgaris,Wild,900
Farm4,HLS,2,2014,Stachys sylvatica,Wild,6420
Farm4,HLS,2,2014,Stachys sylvatica,Wild,350
Farm4,HLS,2,2014,Stachys sylvatica,Wild,330
Farm4,HLS,2,2014,Stachys sylvatica,Wild,2500
Farm4,HLS,2,2014,Stachys sylvatica,Wild,12000
Farm4,HLS,2,2014,Stachys sylvatica,Wild,10
Farm4,HLS,2,2014,Trifolium campestre,Wild,6700
Farm4,HLS,2,2014,Trifolium campestre,Wild,84000
Farm4,HLS,2,2014,Trifolium campestre,Wild,1600
Farm4,HLS,2,2014,Trifolium pratense,Sown,51
Farm4,HLS,2,2014,Trifolium pratense,Sown,450
Farm4,HLS,2,2014,Trifolium pratense,Sown,10
Farm4,HLS,2,2014,Trifolium pratense,Sown,180
Farm4,HLS,2,2014,Trifolium pratense,Sown,70
Farm4,HLS,2,2014,Trifolium repens,Wild,1400
Farm4,HLS,2,2014,Trifolium repens,Wild,12000
Farm4,HLS,2,2014,Trifolium repens,Wild,26500
Farm4,HLS,2,2014,Trifolium repens,Wild,900
Farm4,HLS,2,2014,Trifolium repens,Wild,3100
Farm4,HLS,2,2014,Trifolium repens,Wild,51
Farm4,HLS,2,2014,Trifolium repens,Wild,3600
Farm4,HLS,2,2014,Trifolium repens,Wild,9500
Farm4,HLS,2,2014,Trifolium repens,Wild,4500
Farm4,HLS,2,2014,Tripleurospermum inodorum,Wild,350
Farm4,HLS,2,2014,Tripleurospermum inodorum,Wild,30000
Farm4,HLS,2,2014,Tripleurospermum inodorum,Wild,385
Farm4,HLS,2,2014,Veronica chamaedrys,Wild,6
Farm4,HLS,2,2014,Veronica persica,Wild,100
Farm4,HLS,2,2014,Veronica serpylifolia,Wild,20
Farm4,HLS,3,2013,Achillea millefolium,Sown,35
Farm4,HLS,3,2013,Achillea millefolium,Sown,126
Farm4,HLS,3,2013,Achillea millefolium,Sown,3048
Farm4,HLS,3,2013,Achillea millefolium,Sown,15
Farm4,HLS,3,2013,Aethusa cynapium,Wild,216
Farm4,HLS,3,2013,Agrimonia eupatorium,Wild,57
Farm4,HLS,3,2013,Arctium minus,Wild,30
Farm4,HLS,3,2013,Arctium minus,Wild,12
Farm4,HLS,3,2013,Campanula trachelium,Wild,12
Farm4,HLS,3,2013,Campanula trachelium,Wild,40
Farm4,HLS,3,2013,Carduus crispus,Wild,80
Farm4,HLS,3,2013,Centaurea nigra,Sown,95000
Farm4,HLS,3,2013,Centaurea scabiosa,Sown,8
Farm4,HLS,3,2013,Centaurea scabiosa,Sown,8
Farm4,HLS,3,2013,Centaurea scabiosa,Sown,690
Farm4,HLS,3,2013,Cirsium arvense,Wild,104
Farm4,HLS,3,2013,Cirsium arvense,Wild,3577
Farm4,HLS,3,2013,Cirsium vulgare,Wild,35
Farm4,HLS,3,2013,Cirsium vulgare,Wild,16
Farm4,HLS,3,2013,Cirsium vulgare,Wild,6
Farm4,HLS,3,2013,Clematis vitalba,Wild,700
Farm4,HLS,3,2013,Clematis vitalba,Wild,525
Farm4,HLS,3,2013,Clematis vitalba,Wild,3000
Farm4,HLS,3,2013,Clematis vitalba,Wild,5110
Farm4,HLS,3,2013,Clinopodium vulgare,Wild,3200
Farm4,HLS,3,2013,Clinopodium vulgare,Wild,525
Farm4,HLS,3,2013,Clinopodium vulgare,Wild,40000
Farm4,HLS,3,2013,Clinopodium vulgare,Wild,720
Farm4,HLS,3,2013,Clinopodium vulgare,Wild,40
Farm4,HLS,3,2013,Clinopodium vulgare,Wild,320
Farm4,HLS,3,2013,Clinopodium vulgare,Wild,60
Farm4,HLS,3,2013,Convolvulus arvensis,Wild,2100
Farm4,HLS,3,2013,Convolvulus arvensis,Wild,2
Farm4,HLS,3,2013,Convolvulus arvensis,Wild,146
Farm4,HLS,3,2013,Convolvulus arvensis,Wild,3048
Farm4,HLS,3,2013,Crepis capillaris,Wild,70
Farm4,HLS,3,2013,Crepis capillaris,Wild,10
Farm4,HLS,3,2013,Crepis capillaris,Wild,16
Farm4,HLS,3,2013,Daucus carota,Sown,900
Farm4,HLS,3,2013,Daucus carota,Sown,560
Farm4,HLS,3,2013,Daucus carota,Sown,260
Farm4,HLS,3,2013,Daucus carota,Sown,30
Farm4,HLS,3,2013,Daucus carota,Sown,5
Farm4,HLS,3,2013,Daucus carota,Sown,104
Farm4,HLS,3,2013,Euphorbia helioscopia,Wild,40
Farm4,HLS,3,2013,Galium mollugo,Wild,120
Farm4,HLS,3,2013,Helianthemum nummularium,Wild,1
Farm4,HLS,3,2013,Heracleum sphondylium,Wild,24
Farm4,HLS,3,2013,Heracleum sphondylium,Wild,1
Farm4,HLS,3,2013,Heracleum sphondylium,Wild,508
Farm4,HLS,3,2013,Hypericum perforatum,Wild,40
Farm4,HLS,3,2013,Hypericum perforatum,Wild,4
Farm4,HLS,3,2013,Hypericum perforatum,Wild,110
Farm4,HLS,3,2013,Hypericum perforatum,Wild,15
Farm4,HLS,3,2013,Inula conyza,Wild,57
Farm4,HLS,3,2013,Knautia arvensis,Sown,60
Farm4,HLS,3,2013,Knautia arvensis,Sown,35
Farm4,HLS,3,2013,Knautia arvensis,Sown,295
Farm4,HLS,3,2013,Lamium album,Wild,40
Farm4,HLS,3,2013,Leucanthemum vulgare,Sown,80
Farm4,HLS,3,2013,Linaria vulgaris,Wild,210
Farm4,HLS,3,2013,Linaria vulgaris,Wild,170
Farm4,HLS,3,2013,Lotus corniculatus,Sown,6
Farm4,HLS,3,2013,Lotus corniculatus,Sown,525
