Farm,Type,Round,Year,Species
Farm4,HLS,Two,2015,Papaver rhoeas
Farm4,HLS,Three,2013,Pastinaca sativa
Farm4,HLS,Three,2013,Pastinaca sativa
Farm4,HLS,Three,2013,Pastinaca sativa
Farm4,HLS,Three,2013,Pastinaca sativa
Farm4,HLS,Three,2014,Pastinaca sativa
Farm4,HLS,Three,2014,Pastinaca sativa
Farm4,HLS,Three,2014,Pastinaca sativa
Farm4,HLS,Three,2014,Pastinaca sativa
Farm4,HLS,Three,2014,Pastinaca sativa
Farm4,HLS,Four,2015,Pastinaca sativa
Farm4,HLS,Three,2014,Pimpinella saxifraga
Farm4,HLS,One,2013,Plantago lanceolata
Farm4,HLS,One,2013,Plantago lanceolata
Farm4,HLS,One,2013,Plantago lanceolata
Farm4,HLS,Two,2013,Plantago lanceolata
Farm4,HLS,Two,2013,Plantago lanceolata
Farm4,HLS,One,2014,Plantago lanceolata
Farm4,HLS,One,2014,Plantago lanceolata
Farm4,HLS,One,2014,Plantago lanceolata
Farm4,HLS,One,2014,Plantago lanceolata
Farm4,HLS,Two,2014,Plantago lanceolata
Farm4,HLS,Two,2014,Plantago lanceolata
Farm4,HLS,Two,2014,Plantago lanceolata
Farm4,HLS,Two,2014,Plantago lanceolata
Farm4,HLS,Two,2015,Plantago lanceolata
Farm4,HLS,Three,2015,Plantago lanceolata
Farm4,HLS,One,2014,Potentilla anserina
Farm4,HLS,Two,2013,Potentilla reptans
Farm4,HLS,Two,2014,Potentilla reptans
Farm4,HLS,Three,2014,Potentilla reptans
Farm4,HLS,Two,2015,Potentilla reptans
Farm4,HLS,Three,2015,Potentilla reptans
Farm4,HLS,One,2015,Primula veris
Farm4,HLS,One,2015,Primula veris
Farm4,HLS,Two,2013,Prunella vulgaris
Farm4,HLS,Two,2014,Prunella vulgaris
Farm4,HLS,Two,2014,Prunella vulgaris
Farm4,HLS,Two,2014,Prunella vulgaris
Farm4,HLS,Two,2014,Prunella vulgaris
Farm4,HLS,Three,2014,Prunella vulgaris
Farm4,HLS,Two,2015,Prunella vulgaris
Farm4,HLS,Three,2015,Prunella vulgaris
Farm4,HLS,One,2015,Prunus spinosa
Farm4,HLS,Three,2013,Pulicaria dysenterica
Farm4,HLS,Three,2014,Pulicaria dysenterica
Farm4,HLS,Three,2014,Pulicaria dysenterica
Farm4,HLS,Four,2015,Pulicaria dysenterica
Farm4,HLS,One,2013,Ranunculus acris
Farm4,HLS,One,2013,Ranunculus acris
Farm4,HLS,Two,2013,Ranunculus acris
Farm4,HLS,Two,2013,Ranunculus acris
Farm4,HLS,Two,2013,Ranunculus acris
Farm4,HLS,One,2014,Ranunculus acris
Farm4,HLS,Two,2015,Ranunculus acris
Farm4,HLS,Three,2015,Ranunculus acris
Farm4,HLS,One,2015,Ranunculus ficaria
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,One,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,Two,2013,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,One,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2014,Ranunculus repens
Farm4,HLS,Two,2015,Ranunculus repens
Farm4,HLS,Two,2015,Ranunculus repens
Farm4,HLS,Two,2015,Ranunculus repens
Farm4,HLS,Three,2015,Ranunculus repens
Farm4,HLS,Three,2015,Ranunculus repens
Farm4,HLS,Four,2015,Ranunculus repens
Farm4,HLS,Two,2013,Reseda lutea
Farm4,HLS,Two,2015,Reseda lutea
Farm4,HLS,Two,2015,Rhamnus cathartica
Farm4,HLS,Three,2015,Rhamnus cathartica
Farm4,HLS,Two,2013,Rosa arvensis
Farm4,HLS,Two,2015,Rosa arvensis
Farm4,HLS,Three,2015,Rosa arvensis
Farm4,HLS,Two,2015,Rosa canina agg.
Farm4,HLS,Three,2015,Rosa canina agg.
Farm4,HLS,Two,2013,Rubus fruticosus agg.
Farm4,HLS,Two,2013,Rubus fruticosus agg.
Farm4,HLS,Two,2013,Rubus fruticosus agg.
Farm4,HLS,Three,2013,Rubus fruticosus agg.
Farm4,HLS,Three,2013,Rubus fruticosus agg.
Farm4,HLS,One,2014,Rubus fruticosus agg.
Farm4,HLS,One,2014,Rubus fruticosus agg.
Farm4,HLS,Two,2014,Rubus fruticosus agg.
Farm4,HLS,Three,2014,Rubus fruticosus agg.
Farm4,HLS,Three,2014,Rubus fruticosus agg.
Farm4,HLS,Two,2015,Rubus fruticosus agg.
Farm4,HLS,Three,2015,Rubus fruticosus agg.
Farm4,HLS,Four,2015,Rubus fruticosus agg.
Farm4,HLS,Two,2013,Sambucus nigra
Farm4,HLS,Two,2015,Sambucus nigra
Farm4,HLS,Three,2015,Sambucus nigra
Farm4,HLS,Three,2013,Senecio erucifolius
Farm4,HLS,Three,2013,Senecio erucifolius
Farm4,HLS,Three,2013,Senecio erucifolius
Farm4,HLS,Three,2013,Senecio erucifolius
Farm4,HLS,Three,2013,Senecio erucifolius
Farm4,HLS,Three,2014,Senecio erucifolius
Farm4,HLS,Three,2014,Senecio erucifolius
Farm4,HLS,Three,2014,Senecio erucifolius
Farm4,HLS,Three,2014,Senecio erucifolius
Farm4,HLS,Four,2015,Senecio erucifolius
Farm4,HLS,Three,2013,Senecio jacobea
Farm4,HLS,Three,2013,Senecio jacobea
Farm4,HLS,Three,2013,Senecio jacobea
Farm4,HLS,Three,2013,Senecio jacobea
Farm4,HLS,Three,2014,Senecio jacobea
Farm4,HLS,Three,2014,Senecio jacobea
Farm4,HLS,Three,2014,Senecio jacobea
Farm4,HLS,Three,2014,Senecio jacobea
Farm4,HLS,Three,2014,Senecio jacobea
Farm4,HLS,Three,2014,Senecio jacobea
Farm4,HLS,Four,2015,Senecio jacobea
Farm4,HLS,Two,2013,Senecio vulgaris
Farm4,HLS,Two,2013,Senecio vulgaris
Farm4,HLS,One,2015,Senecio vulgaris
Farm4,HLS,Four,2015,Senecio vulgaris
Farm4,HLS,One,2013,Sherardia arvensis
Farm4,HLS,One,2014,Sherardia arvensis
Farm4,HLS,One,2014,Sherardia arvensis
Farm4,HLS,Two,2015,Sherardia arvensis
Farm4,HLS,Two,2015,Sherardia arvensis
Farm4,HLS,One,2013,Silene dioica
Farm4,HLS,Two,2013,Silene dioica
Farm4,HLS,One,2014,Silene dioica
Farm4,HLS,One,2014,Silene dioica
Farm4,HLS,One,2013,Silene latifolia
Farm4,HLS,One,2013,Silene latifolia
Farm4,HLS,One,2013,Silene latifolia
Farm4,HLS,Two,2013,Silene latifolia
Farm4,HLS,Two,2013,Silene latifolia
Farm4,HLS,One,2014,Silene latifolia
Farm4,HLS,One,2014,Silene latifolia
Farm4,HLS,Two,2014,Silene latifolia
Farm4,HLS,Three,2014,Silene latifolia
Farm4,HLS,Two,2015,Silene latifolia
Farm4,HLS,Two,2015,Silene latifolia
Farm4,HLS,Three,2015,Silene latifolia
Farm4,HLS,One,2013,Silene vulgaris
Farm4,HLS,Two,2013,Silene vulgaris
Farm4,HLS,Two,2013,Silene vulgaris
Farm4,HLS,Two,2013,Silene vulgaris
Farm4,HLS,Two,2013,Silene vulgaris
Farm4,HLS,One,2014,Silene vulgaris
Farm4,HLS,One,2014,Silene vulgaris
Farm4,HLS,Two,2014,Silene vulgaris
Farm4,HLS,Two,2014,Silene vulgaris
Farm4,HLS,Two,2015,Silene vulgaris
Farm4,HLS,Three,2015,Silene vulgaris
Farm4,HLS,One,2014,Silene x hampeana
Farm4,HLS,Two,2013,Sinapis arvensis
Farm4,HLS,One,2014,Sinapis arvensis
Farm4,HLS,One,2013,Sisymbrium officinale
Farm4,HLS,Two,2013,Sisymbrium officinale
Farm4,HLS,Two,2013,Sisymbrium officinale
Farm4,HLS,Three,2013,Sisymbrium officinale
Farm4,HLS,One,2014,Sisymbrium officinale
Farm4,HLS,Three,2014,Sisymbrium officinale
Farm4,HLS,Two,2015,Sisymbrium officinale
Farm4,HLS,Three,2015,Sisymbrium officinale
Farm4,HLS,Four,2015,Sisymbrium officinale
Farm4,HLS,Two,2013,Sonchus asper
Farm4,HLS,Two,2013,Stachys sylvatica
Farm4,HLS,Two,2013,Stachys sylvatica
Farm4,HLS,Two,2013,Stachys sylvatica
Farm4,HLS,Two,2013,Stachys sylvatica
Farm4,HLS,Two,2013,Stachys sylvatica
Farm4,HLS,Two,2014,Stachys sylvatica
Farm4,HLS,Two,2014,Stachys sylvatica
Farm4,HLS,Two,2014,Stachys sylvatica
Farm4,HLS,Two,2014,Stachys sylvatica
Farm4,HLS,Two,2014,Stachys sylvatica
Farm4,HLS,Two,2014,Stachys sylvatica
Farm4,HLS,Two,2015,Stachys sylvatica
Farm4,HLS,Three,2015,Stachys sylvatica
Farm4,HLS,One,2013,Taraxacum agg.
Farm4,HLS,One,2013,Taraxacum agg.
Farm4,HLS,One,2013,Taraxacum agg.
Farm4,HLS,One,2013,Taraxacum agg.
Farm4,HLS,One,2013,Taraxacum agg.
Farm4,HLS,Two,2013,Taraxacum agg.
Farm4,HLS,Two,2013,Taraxacum agg.
Farm4,HLS,Two,2013,Taraxacum agg.
Farm4,HLS,Two,2013,Taraxacum agg.
Farm4,HLS,One,2014,Taraxacum agg.
Farm4,HLS,One,2014,Taraxacum agg.
Farm4,HLS,One,2014,Taraxacum agg.
Farm4,HLS,One,2014,Taraxacum agg.
Farm4,HLS,One,2014,Taraxacum agg.
Farm4,HLS,One,2014,Taraxacum agg.
Farm4,HLS,One,2014,Taraxacum agg.
Farm4,HLS,Three,2014,Taraxacum agg.
Farm4,HLS,One,2015,Taraxacum agg.
Farm4,HLS,One,2015,Taraxacum agg.
Farm4,HLS,Three,2013,Torilis japonica
Farm4,HLS,Three,2013,Torilis japonica
Farm4,HLS,Three,2013,Torilis japonica
Farm4,HLS,Three,2013,Torilis japonica
Farm4,HLS,Three,2013,Torilis japonica
Farm4,HLS,Three,2014,Torilis japonica
Farm4,HLS,Three,2014,Torilis japonica
Farm4,HLS,Three,2014,Torilis japonica
Farm4,HLS,Three,2014,Torilis japonica
Farm4,HLS,Three,2014,Torilis japonica
Farm4,HLS,Three,2014,Torilis japonica
Farm4,HLS,Four,2015,Torilis japonica
Farm4,HLS,Two,2013,Tragopogon pratensis
Farm4,HLS,Two,2013,Tragopogon pratensis
Farm4,HLS,Two,2013,Trifolium campestre
Farm4,HLS,Two,2013,Trifolium campestre
Farm4,HLS,Two,2014,Trifolium campestre
Farm4,HLS,Two,2014,Trifolium campestre
Farm4,HLS,Two,2014,Trifolium campestre
Farm4,HLS,Three,2014,Trifolium campestre
Farm4,HLS,Two,2015,Trifolium campestre
Farm4,HLS,Three,2015,Trifolium campestre
Farm4,HLS,Four,2015,Trifolium campestre
Farm4,HLS,Two,2015,Trifolium hybridum
Farm4,HLS,Two,2013,Trifolium pratense
Farm4,HLS,Two,2013,Trifolium pratense
Farm4,HLS,Two,2013,Trifolium pratense
Farm4,HLS,Two,2013,Trifolium pratense
Farm4,HLS,One,2014,Trifolium pratense
Farm4,HLS,Two,2014,Trifolium pratense
Farm4,HLS,Two,2014,Trifolium pratense
Farm4,HLS,Two,2014,Trifolium pratense
Farm4,HLS,Two,2014,Trifolium pratense
Farm4,HLS,Two,2014,Trifolium pratense
Farm4,HLS,Three,2014,Trifolium pratense
Farm4,HLS,Three,2014,Trifolium pratense
Farm4,HLS,Three,2014,Trifolium pratense
Farm4,HLS,Two,2015,Trifolium pratense
Farm4,HLS,Three,2015,Trifolium pratense
Farm4,HLS,Three,2015,Trifolium pratense
Farm4,HLS,Four,2015,Trifolium pratense
Farm4,HLS,One,2013,Trifolium repens
Farm4,HLS,One,2013,Trifolium repens
Farm4,HLS,One,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Two,2013,Trifolium repens
Farm4,HLS,Three,2013,Trifolium repens
Farm4,HLS,Three,2013,Trifolium repens
Farm4,HLS,Three,2013,Trifolium repens
Farm4,HLS,One,2014,Trifolium repens
Farm4,HLS,One,2014,Trifolium repens
Farm4,HLS,One,2014,Trifolium repens
Farm4,HLS,One,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Two,2014,Trifolium repens
Farm4,HLS,Three,2014,Trifolium repens
Farm4,HLS,Two,2015,Trifolium repens
Farm4,HLS,Three,2015,Trifolium repens
Farm4,HLS,Three,2015,Trifolium repens
Farm4,HLS,Four,2015,Trifolium repens
Farm4,HLS,Two,2013,Tripleurospermum inodorum
Farm4,HLS,Two,2013,Tripleurospermum inodorum
Farm4,HLS,Two,2013,Tripleurospermum inodorum
Farm4,HLS,Two,2013,Tripleurospermum inodorum
Farm4,HLS,Three,2013,Tripleurospermum inodorum
Farm4,HLS,Two,2014,Tripleurospermum inodorum
Farm4,HLS,Two,2014,Tripleurospermum inodorum
Farm4,HLS,Two,2014,Tripleurospermum inodorum
Farm4,HLS,Two,2015,Tripleurospermum inodorum
Farm4,HLS,Three,2015,Tripleurospermum inodorum
Farm4,HLS,Three,2013,Verbena officinalis
Farm4,HLS,Three,2013,Verbena officinalis
Farm4,HLS,Three,2014,Verbena officinalis
Farm4,HLS,Three,2014,Verbena officinalis
Farm4,HLS,Three,2014,Verbena officinalis
Farm4,HLS,Four,2015,Verbena officinalis
Farm4,HLS,One,2013,Veronica chamaedrys
Farm4,HLS,One,2013,Veronica chamaedrys
Farm4,HLS,One,2013,Veronica chamaedrys
Farm4,HLS,One,2013,Veronica chamaedrys
Farm4,HLS,One,2013,Veronica chamaedrys
Farm4,HLS,One,2013,Veronica chamaedrys
Farm4,HLS,One,2013,Veronica chamaedrys
Farm4,HLS,Two,2013,Veronica chamaedrys
Farm4,HLS,Two,2013,Veronica chamaedrys
Farm4,HLS,Two,2013,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,One,2014,Veronica chamaedrys
Farm4,HLS,Two,2014,Veronica chamaedrys
Farm4,HLS,Two,2015,Veronica chamaedrys
Farm4,HLS,Three,2015,Veronica chamaedrys
Farm4,HLS,Two,2013,Veronica persica
Farm4,HLS,Two,2014,Veronica persica
Farm4,HLS,One,2015,Veronica persica
Farm4,HLS,Three,2015,Veronica persica
Farm4,HLS,Four,2015,Veronica persica
Farm4,HLS,Two,2014,Veronica serpyllifolia
Farm4,HLS,Three,2014,Vicia cracca
Farm4,HLS,Three,2014,Vicia cracca
Farm4,HLS,Three,2015,Vicia cracca
Farm4,HLS,One,2013,Vicia sativa
Farm4,HLS,One,2015,Viola hirta
Farm4,HLS,One,2015,Viola hirta
Farm5,ELS,Two,2015,Aesculus hippocastanum
Farm5,ELS,Three,2015,Agrimonia eupatorium
Farm5,ELS,One,2015,Ajuga reptans
Farm5,ELS,Two,2015,Ajuga reptans
Farm5,ELS,One,2015,Anemone nemorosa
Farm5,ELS,One,2015,Anthriscus sylvestris
Farm5,ELS,Two,2015,Anthriscus sylvestris
Farm5,ELS,Two,2015,Anthriscus sylvestris
Farm5,ELS,Four,2015,Arctium minus
Farm5,ELS,One,2015,Bellis perennis
Farm5,ELS,Two,2015,Bellis perennis
Farm5,ELS,Two,2015,Bellis perennis
Farm5,ELS,Three,2015,Bellis perennis
Farm5,ELS,Two,2015,Bryonia dioica
Farm5,ELS,Three,2015,Bryonia dioica
Farm5,ELS,Four,2015,Cardamine bursa-pastoris
Farm5,ELS,One,2015,Cardamine flexuosa
Farm5,ELS,Two,2015,Cardamine flexuosa
Farm5,ELS,Two,2015,Cardamine hirsuta
Farm5,ELS,Two,2015,Cardamine pratensis
Farm5,ELS,Two,2015,Cerastium fontanum
Farm5,ELS,Three,2015,Chaerophyllum temulum
Farm5,ELS,Three,2015,Cirsium arvense
Farm5,ELS,Four,2015,Cirsium arvense
Farm5,ELS,Four,2015,Cirsium vulgare
Farm5,ELS,Four,2015,Cirsium vulgare
Farm5,ELS,Four,2015,Clematis vitalba
Farm5,ELS,Three,2015,Convolvulus arvensis
Farm5,ELS,Four,2015,Convolvulus arvensis
Farm5,ELS,Two,2015,Crataegus monogyna
Farm5,ELS,One,2015,Cruciata laevipes
Farm5,ELS,Two,2015,Cruciata laevipes
Farm5,ELS,One,2015,Euphorbia amygdaloides
Farm5,ELS,Four,2015,Galeopsis tetrahit
Farm5,ELS,Two,2015,Galium aparine
Farm5,ELS,Three,2015,Galium aparine
Farm5,ELS,Two,2015,Geranium dissectum
Farm5,ELS,Two,2015,Geranium molle
Farm5,ELS,One,2015,Geranium robertianum
Farm5,ELS,Two,2015,Geranium robertianum
Farm5,ELS,Two,2015,Geum urbanum
Farm5,ELS,One,2015,Glechoma hederacea
Farm5,ELS,One,2015,Glechoma hederacea
Farm5,ELS,Two,2015,Glechoma hederacea
Farm5,ELS,Three,2015,Glechoma hederacea
Farm5,ELS,One,2015,Hyacinthoides non-scripta
Farm5,ELS,One,2015,Lamium album
Farm5,ELS,Two,2015,Lamium album
Farm5,ELS,One,2015,Lamium purpureum
Farm5,ELS,Three,2015,Lotus corniculatus
Farm5,ELS,Four,2015,Lotus corniculatus
Farm5,ELS,Four,2015,Matricaria discoidea
Farm5,ELS,Two,2015,Myosotis arvensis
Farm5,ELS,Four,2015,Odontites vernus
Farm5,ELS,Four,2015,Persicaria maculosa
Farm5,ELS,One,2015,Primula vulgaris
Farm5,ELS,One,2015,Prunus spinosa
Farm5,ELS,Four,2015,Pulicaria dysenterica
Farm5,ELS,Two,2015,Ranunculus acris
Farm5,ELS,One,2015,Ranunculus ficaria
Farm5,ELS,One,2015,Ranunculus ficaria
Farm5,ELS,Two,2015,Ranunculus repens
Farm5,ELS,Three,2015,Ranunculus repens
Farm5,ELS,Three,2015,Rosa arvensis
Farm5,ELS,Three,2015,Rosa canina agg.
Farm5,ELS,Three,2015,Rubus fruticosus agg.
Farm5,ELS,Four,2015,Rubus fruticosus agg.
Farm5,ELS,Four,2015,Senecio jacobea
Farm5,ELS,Two,2015,Silene dioica
Farm5,ELS,Two,2015,Silene latifolia
Farm5,ELS,Three,2015,Silene latifolia
Farm5,ELS,Three,2015,Sisymbrium officinale
Farm5,ELS,Four,2015,Sisymbrium officinale
Farm5,ELS,Three,2015,Solanum dulcamara
Farm5,ELS,Four,2015,Sonchus arvensis
Farm5,ELS,Three,2015,Stachys sylvatica
Farm5,ELS,Two,2015,Stellaria graminea
Farm5,ELS,One,2015,Stellaria holostea
Farm5,ELS,Two,2015,Stellaria holostea
Farm5,ELS,One,2015,Taraxacum agg.
Farm5,ELS,One,2015,Taraxacum agg.
Farm5,ELS,Two,2015,Taraxacum agg.
Farm5,ELS,Three,2015,Trifolium dubium
Farm5,ELS,Three,2015,Trifolium pratense
Farm5,ELS,Four,2015,Trifolium pratense
Farm5,ELS,Three,2015,Trifolium repens
Farm5,ELS,Four,2015,Trifolium repens
Farm5,ELS,Three,2015,Tripleurospermum inodorum
Farm5,ELS,Four,2015,Tripleurospermum inodorum
Farm5,ELS,One,2015,Veronica chamaedrys
Farm5,ELS,Two,2015,Veronica chamaedrys
Farm5,ELS,Two,2015,Veronica chamaedrys
Farm5,ELS,One,2015,Veronica hederifolia
Farm5,ELS,One,2015,Veronica persica
Farm5,ELS,Two,2015,Veronica persica
Farm5,ELS,Three,2015,Veronica persica
Farm5,ELS,Two,2015,Vicia sativa
Farm5,ELS,Two,2015,Vicia sepium
Farm6,ELS,One,2015,Acer campestre
Farm6,ELS,One,2015,Acer pseudoplatanus
Farm6,ELS,Three,2013,Achillea millefolium
Farm6,ELS,Three,2013,Achillea millefolium
Farm6,ELS,Two,2014,Achillea millefolium
Farm6,ELS,Three,2014,Achillea millefolium
Farm6,ELS,Three,2014,Achillea millefolium
Farm6,ELS,Three,2014,Achillea millefolium
Farm6,ELS,Three,2015,Achillea millefolium
Farm6,ELS,Three,2013,Agrimonia eupatorium
Farm6,ELS,Two,2014,Agrimonia eupatorium
Farm6,ELS,One,2013,Alliaria petiolata
Farm6,ELS,One,2013,Alliaria petiolata
Farm6,ELS,One,2013,Alliaria petiolata
Farm6,ELS,One,2013,Alliaria petiolata
Farm6,ELS,One,2014,Alliaria petiolata
Farm6,ELS,One,2014,Alliaria petiolata
Farm6,ELS,One,2014,Alliaria petiolata
Farm6,ELS,One,2015,Alliaria petiolata
Farm6,ELS,Two,2015,Alliaria petiolata
Farm6,ELS,Two,2015,Alliaria petiolata
Farm6,ELS,One,2015,Allium ursinum
Farm6,ELS,Two,2014,Anagallis arvensis
Farm6,ELS,One,2013,Anthriscus sylvestris
Farm6,ELS,One,2013,Anthriscus sylvestris
Farm6,ELS,One,2013,Anthriscus sylvestris
Farm6,ELS,One,2013,Anthriscus sylvestris
Farm6,ELS,One,2013,Anthriscus sylvestris
Farm6,ELS,One,2013,Anthriscus sylvestris
Farm6,ELS,One,2013,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2014,Anthriscus sylvestris
Farm6,ELS,One,2015,Anthriscus sylvestris
Farm6,ELS,Two,2015,Anthriscus sylvestris
Farm6,ELS,Two,2015,Aquilegia vulgaris
Farm6,ELS,Three,2013,Arctium minus
Farm6,ELS,Three,2013,Arctium minus
Farm6,ELS,Three,2013,Arctium minus
Farm6,ELS,Three,2013,Arctium minus
Farm6,ELS,Three,2014,Arctium minus
Farm6,ELS,Three,2014,Arctium minus
Farm6,ELS,Three,2014,Arctium minus
Farm6,ELS,Four,2015,Arctium minus
Farm6,ELS,Three,2013,Artemisia vulgaris
Farm6,ELS,Three,2013,Artemisia vulgaris
Farm6,ELS,Three,2013,Artemisia vulgaris
Farm6,ELS,Four,2015,Artemisia vulgaris
Farm6,ELS,Three,2015,Ballota nigra
Farm6,ELS,Two,2013,Bryonia dioica
Farm6,ELS,Two,2013,Bryonia dioica
Farm6,ELS,Two,2013,Bryonia dioica
Farm6,ELS,Three,2013,Bryonia dioica
Farm6,ELS,One,2014,Bryonia dioica
Farm6,ELS,One,2014,Bryonia dioica
Farm6,ELS,Two,2014,Bryonia dioica
Farm6,ELS,Two,2014,Bryonia dioica
Farm6,ELS,Two,2014,Bryonia dioica
Farm6,ELS,Three,2014,Bryonia dioica
Farm6,ELS,Three,2014,Bryonia dioica
Farm6,ELS,One,2015,Bryonia dioica
Farm6,ELS,Two,2015,Bryonia dioica
Farm6,ELS,Three,2015,Bryonia dioica
Farm6,ELS,Three,2015,Bryonia dioica
Farm6,ELS,Four,2015,Bryonia dioica
Farm6,ELS,Four,2015,Buddleja davidii
Farm6,ELS,Three,2015,Calystegia sepium
Farm6,ELS,Four,2015,Calystegia sepium
Farm6,ELS,One,2015,Capsella bursa-pastoris
Farm6,ELS,Two,2015,Capsella bursa-pastoris
Farm6,ELS,One,2015,Carduus acanthoides
Farm6,ELS,Two,2015,Carduus acanthoides
Farm6,ELS,Two,2015,Carduus acanthoides
Farm6,ELS,Three,2015,Carduus acanthoides
Farm6,ELS,Two,2013,Carduus crispus
Farm6,ELS,Two,2013,Carduus crispus
Farm6,ELS,Two,2014,Carduus crispus
Farm6,ELS,Three,2014,Carduus nutans
Farm6,ELS,Two,2013,Centaurea nigra
Farm6,ELS,Two,2013,Centaurea nigra
Farm6,ELS,Three,2013,Centaurea nigra
Farm6,ELS,Two,2014,Centaurea nigra
Farm6,ELS,Three,2015,Centaurea nigra
Farm6,ELS,Four,2015,Centaurea nigra
Farm6,ELS,Two,2013,Centaurea scabiosa
Farm6,ELS,Two,2013,Centaurea scabiosa
Farm6,ELS,Three,2013,Centaurea scabiosa
Farm6,ELS,Three,2013,Centaurea scabiosa
Farm6,ELS,Three,2013,Centaurea scabiosa
Farm6,ELS,Two,2014,Centaurea scabiosa
Farm6,ELS,Two,2014,Centaurea scabiosa
Farm6,ELS,Three,2014,Centaurea scabiosa
Farm6,ELS,Three,2014,Centaurea scabiosa
Farm6,ELS,Three,2015,Centaurea scabiosa
Farm6,ELS,One,2015,Cerastium fontanum
Farm6,ELS,Two,2013,Chaerophyllum temulum
Farm6,ELS,Two,2013,Chaerophyllum temulum
Farm6,ELS,Two,2013,Chaerophyllum temulum
Farm6,ELS,Two,2013,Chaerophyllum temulum
Farm6,ELS,Two,2013,Chaerophyllum temulum
Farm6,ELS,Two,2013,Chaerophyllum temulum
Farm6,ELS,Two,2014,Chaerophyllum temulum
Farm6,ELS,Two,2014,Chaerophyllum temulum
Farm6,ELS,Two,2014,Chaerophyllum temulum
Farm6,ELS,Two,2014,Chaerophyllum temulum
Farm6,ELS,Two,2014,Chaerophyllum temulum
Farm6,ELS,Two,2014,Chaerophyllum temulum
Farm6,ELS,Two,2014,Chaerophyllum temulum
Farm6,ELS,Two,2015,Chaerophyllum temulum
Farm6,ELS,Two,2015,Chaerophyllum temulum
Farm6,ELS,Three,2015,Chaerophyllum temulum
Farm6,ELS,Four,2015,Cichorium intybus
Farm6,ELS,Two,2013,Cirsium arvense
Farm6,ELS,Two,2013,Cirsium arvense
Farm6,ELS,Two,2013,Cirsium arvense
Farm6,ELS,Two,2013,Cirsium arvense
Farm6,ELS,Two,2013,Cirsium arvense
Farm6,ELS,Two,2013,Cirsium arvense
Farm6,ELS,Two,2013,Cirsium arvense
