Farm,Type,Round,Date,Species,Number
Farm4,HLS,3,05/08/2014,Bombus pascuorum,5
Farm4,HLS,3,05/08/2014,Bombus pascuorum,1
Farm4,HLS,3,05/08/2014,Bombus pascuorum,2
Farm4,HLS,3,05/08/2014,Bombus pascuorum,2
Farm4,HLS,3,05/08/2014,Bombus pascuorum,4
Farm4,HLS,3,05/08/2014,Bombus pascuorum,1
Farm4,HLS,3,05/08/2014,Bombus pascuorum,1
Farm4,HLS,3,05/08/2014,Bombus pascuorum,1
Farm4,HLS,3,05/08/2014,Bombus pascuorum,3
Farm4,HLS,3,05/08/2014,Bombus pascuorum,1
Farm4,HLS,1,19/05/2014,Bombus pascuorum,1
Farm4,HLS,1,19/05/2014,Bombus pascuorum,1
Farm4,HLS,1,19/05/2014,Bombus pascuorum,1
Farm4,HLS,1,19/05/2014,Bombus pascuorum,1
Farm4,HLS,1,19/05/2014,Bombus pascuorum,1
Farm4,HLS,2,25/06/2014,Bombus pascuorum,1
Farm4,HLS,2,25/06/2014,Bombus pascuorum,1
Farm4,HLS,2,25/06/2014,Bombus pascuorum,1
Farm4,HLS,2,25/06/2014,Bombus pascuorum,3
Farm4,HLS,2,25/06/2014,Bombus pascuorum,2
Farm4,HLS,2,29/06/2013,Bombus pratorum,1
Farm4,HLS,2,29/06/2013,Bombus pratorum,1
Farm4,HLS,2,29/06/2013,Bombus pratorum,1
Farm4,HLS,2,29/06/2013,Bombus pratorum,2
Farm4,HLS,2,29/06/2013,Bombus pratorum,3
Farm4,HLS,2,29/06/2013,Bombus pratorum,2
Farm4,HLS,2,29/06/2013,Bombus pratorum,1
Farm4,HLS,2,29/06/2013,Bombus pratorum,4
Farm4,HLS,1,01/06/2013,Bombus pratorum,1
Farm4,HLS,1,19/05/2014,Bombus pratorum,1
Farm4,HLS,2,25/06/2014,Bombus pratorum,1
Farm4,HLS,2,25/06/2014,Bombus pratorum,1
Farm4,HLS,2,25/06/2014,Bombus pratorum,3
Farm4,HLS,3,05/08/2014,Bombus pratorum,1
Farm4,HLS,3,05/08/2014,Bombus pratorum,1
Farm4,HLS,3,05/08/2014,Bombus pratorum,3
Farm4,HLS,1,01/06/2013,Bombus terrestris,1
Farm4,HLS,2,29/06/2013,Bombus terrestris,1
Farm4,HLS,2,29/06/2013,Bombus terrestris,1
Farm4,HLS,2,29/06/2013,Bombus terrestris,1
Farm4,HLS,2,29/06/2013,Bombus terrestris,3
Farm4,HLS,2,29/06/2013,Bombus terrestris,1
Farm4,HLS,2,29/06/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,8
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,3
Farm4,HLS,3,11/08/2013,Bombus terrestris,2
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus terrestris,4
Farm4,HLS,3,11/08/2013,Bombus terrestris,2
Farm4,HLS,3,11/08/2013,Bombus terrestris,3
Farm4,HLS,3,11/08/2013,Bombus terrestris,1
Farm4,HLS,2,25/06/2014,Bombus terrestris,1
Farm4,HLS,2,25/06/2014,Bombus terrestris,1
Farm4,HLS,2,25/06/2014,Bombus terrestris,2
Farm4,HLS,2,25/06/2014,Bombus terrestris,1
Farm4,HLS,2,25/06/2014,Bombus terrestris,1
Farm4,HLS,2,25/06/2014,Bombus terrestris,1
Farm4,HLS,2,25/06/2014,Bombus terrestris,1
Farm4,HLS,2,25/06/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,2
Farm4,HLS,3,05/08/2014,Bombus terrestris,2
Farm4,HLS,3,05/08/2014,Bombus terrestris,2
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,05/08/2014,Bombus terrestris,1
Farm4,HLS,3,11/08/2013,Bombus vestalis,1
Farm4,HLS,3,11/08/2013,Bombus vestalis,1
Farm4,HLS,2,25/06/2014,Bombus vestalis,1
Farm4,HLS,2,25/06/2014,Chelostoma campanularum,1
Farm4,HLS,2,25/06/2014,Colletes daviesanus,1
Farm4,HLS,1,19/05/2014,Halictus tumulorum,3
Farm4,HLS,1,19/05/2014,Halictus tumulorum,1
Farm4,HLS,1,19/05/2014,Halictus tumulorum,1
Farm4,HLS,2,29/06/2013,Lasioglossum calceatum,2
Farm4,HLS,3,11/08/2013,Lasioglossum calceatum,1
Farm4,HLS,3,11/08/2013,Lasioglossum calceatum,1
Farm4,HLS,1,19/05/2014,Lasioglossum calceatum,1
Farm4,HLS,2,25/06/2014,Lasioglossum calceatum,1
Farm4,HLS,3,05/08/2014,Lasioglossum calceatum,1
Farm4,HLS,3,05/08/2014,Lasioglossum calceatum,1
Farm4,HLS,3,11/08/2013,Lasioglossum fulvicorne,1
Farm4,HLS,2,25/06/2014,Lasioglossum leucozonium,1
Farm4,HLS,2,25/06/2014,Lasioglossum leucozonium,1
Farm4,HLS,2,25/06/2014,Lasioglossum malachurum,5
Farm4,HLS,2,25/06/2014,Lasioglossum malachurum,1
Farm4,HLS,2,25/06/2014,Lasioglossum malachurum,1
Farm4,HLS,2,25/06/2014,Lasioglossum malachurum,1
Farm4,HLS,3,05/08/2014,Lasioglossum malachurum,3
Farm4,HLS,3,05/08/2014,Lasioglossum malachurum,1
Farm4,HLS,1,19/05/2014,Lasioglossum morio,1
Farm4,HLS,1,19/05/2014,Lasioglossum morio,1
Farm4,HLS,2,25/06/2014,Lasioglossum morio,2
Farm4,HLS,2,25/06/2014,Lasioglossum morio,1
Farm4,HLS,2,25/06/2014,Lasioglossum morio,1
Farm4,HLS,3,05/08/2014,Lasioglossum morio,3
Farm4,HLS,3,05/08/2014,Lasioglossum morio,10
Farm4,HLS,3,05/08/2014,Lasioglossum morio,5
Farm4,HLS,2,29/06/2013,Lasioglossum pauxillum,1
Farm4,HLS,2,29/06/2013,Lasioglossum pauxillum,1
Farm4,HLS,1,19/05/2014,Lasioglossum pauxillum,2
Farm4,HLS,3,05/08/2014,Lasioglossum pauxillum,2
Farm4,HLS,3,05/08/2014,Lasioglossum pauxillum,1
Farm4,HLS,3,05/08/2014,Lasioglossum pauxillum,1
Farm4,HLS,1,19/05/2014,Lasioglossum villosulum,1
Farm4,HLS,1,19/05/2014,Lasioglossum villosulum,1
Farm4,HLS,3,05/08/2014,Lasioglossum villosulum,1
Farm4,HLS,3,05/08/2014,Megachile willughbiella,1
Farm4,HLS,2,25/06/2014,Melitta leporina,1
Farm4,HLS,3,11/08/2013,Melitta tricincta,2
Farm4,HLS,3,05/08/2014,Melitta tricincta,1
Farm4,HLS,3,05/08/2014,Melitta tricincta,1
Farm4,HLS,3,05/08/2014,Melitta tricincta,1
Farm4,HLS,3,05/08/2014,Melitta tricincta,1
Farm4,HLS,1,01/06/2013,Nomada flava/panzeri,4
Farm4,HLS,1,19/05/2014,Nomada flava/panzeri,1
Farm4,HLS,2,29/06/2013,Osmia bicolor,1
Farm4,HLS,2,25/06/2014,Osmia bicolor,1
Farm4,HLS,2,29/06/2013,Osmia bicornis,1
Farm4,HLS,3,05/08/2014,Sphecodes crassus,1
Farm4,HLS,1,19/05/2014,Sphecodes monilicornis,1
Farm6,ELS,3,07/08/2013,Andrena dorsata,1
Farm6,ELS,3,07/08/2013,Andrena dorsata,1
Farm6,ELS,1,26/05/2013,Andrena dorsata,1
Farm6,ELS,1,26/05/2013,Andrena haemorrhoa,1
Farm6,ELS,3,07/08/2013,Andrena minutula,1
Farm6,ELS,3,07/08/2013,Andrena minutula,1
Farm6,ELS,3,08/08/2014,Andrena minutula,1
Farm6,ELS,1,25/05/2014,Andrena nigroaenea,1
Farm6,ELS,1,25/05/2014,Andrena nigroaenea,1
Farm6,ELS,1,25/05/2014,Andrena nigroaenea,1
Farm6,ELS,1,26/05/2013,Andrena nitida,1
Farm6,ELS,2,30/06/2014,Andrena semilaevis,1
Farm6,ELS,2,30/06/2014,Bombus barbutellus,1
Farm6,ELS,2,30/06/2014,Bombus campestris,2
Farm6,ELS,1,26/05/2013,Bombus hortorum,1
Farm6,ELS,1,26/05/2013,Bombus hortorum,1
Farm6,ELS,1,26/05/2013,Bombus hortorum,1
Farm6,ELS,1,26/05/2013,Bombus hortorum,1
Farm6,ELS,1,26/05/2013,Bombus hortorum,2
Farm6,ELS,1,26/05/2013,Bombus hortorum,2
Farm6,ELS,1,26/05/2013,Bombus hortorum,1
Farm6,ELS,2,14/07/2013,Bombus hortorum,1
Farm6,ELS,2,14/07/2013,Bombus hortorum,2
Farm6,ELS,2,14/07/2013,Bombus hortorum,1
Farm6,ELS,2,14/07/2013,Bombus hortorum,1
Farm6,ELS,2,14/07/2013,Bombus hortorum,1
Farm6,ELS,2,14/07/2013,Bombus hortorum,1
Farm6,ELS,2,14/07/2013,Bombus hortorum,2
Farm6,ELS,2,14/07/2013,Bombus hortorum,1
Farm6,ELS,3,07/08/2013,Bombus hortorum,4
Farm6,ELS,3,07/08/2013,Bombus hortorum,2
Farm6,ELS,3,07/08/2013,Bombus hortorum,3
Farm6,ELS,3,07/08/2013,Bombus hortorum,1
Farm6,ELS,3,07/08/2013,Bombus hortorum,1
Farm6,ELS,1,25/05/2014,Bombus hortorum,2
Farm6,ELS,1,25/05/2014,Bombus hortorum,1
Farm6,ELS,1,25/05/2014,Bombus hortorum,1
Farm6,ELS,1,25/05/2014,Bombus hortorum,1
Farm6,ELS,1,25/05/2014,Bombus hortorum,11
Farm6,ELS,1,25/05/2014,Bombus hortorum,2
Farm6,ELS,1,25/05/2014,Bombus hortorum,1
Farm6,ELS,1,25/05/2014,Bombus hortorum,14
Farm6,ELS,1,25/05/2014,Bombus hortorum,3
Farm6,ELS,1,25/05/2014,Bombus hortorum,4
Farm6,ELS,1,25/05/2014,Bombus hortorum,2
Farm6,ELS,1,25/05/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,2
Farm6,ELS,2,30/06/2014,Bombus hortorum,2
Farm6,ELS,2,30/06/2014,Bombus hortorum,3
Farm6,ELS,2,30/06/2014,Bombus hortorum,12
Farm6,ELS,2,30/06/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,4
Farm6,ELS,2,30/06/2014,Bombus hortorum,15
Farm6,ELS,2,30/06/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,1
Farm6,ELS,2,30/06/2014,Bombus hortorum,4
Farm6,ELS,3,08/08/2014,Bombus hortorum,2
Farm6,ELS,2,14/07/2013,Bombus hypnorum,1
Farm6,ELS,3,07/08/2013,Bombus hypnorum,1
Farm6,ELS,3,07/08/2013,Bombus hypnorum,2
Farm6,ELS,3,07/08/2013,Bombus hypnorum,1
Farm6,ELS,1,25/05/2014,Bombus hypnorum,1
Farm6,ELS,1,26/05/2013,Bombus lapidarius,1
Farm6,ELS,2,14/07/2013,Bombus lapidarius,1
Farm6,ELS,2,14/07/2013,Bombus lapidarius,1
Farm6,ELS,2,14/07/2013,Bombus lapidarius,1
Farm6,ELS,2,14/07/2013,Bombus lapidarius,2
Farm6,ELS,2,14/07/2013,Bombus lapidarius,14
Farm6,ELS,2,14/07/2013,Bombus lapidarius,33
Farm6,ELS,2,14/07/2013,Bombus lapidarius,1
Farm6,ELS,2,14/07/2013,Bombus lapidarius,1
Farm6,ELS,3,07/08/2013,Bombus lapidarius,2
Farm6,ELS,3,07/08/2013,Bombus lapidarius,1
Farm6,ELS,3,07/08/2013,Bombus lapidarius,27
Farm6,ELS,3,07/08/2013,Bombus lapidarius,12
Farm6,ELS,3,07/08/2013,Bombus lapidarius,35
Farm6,ELS,3,07/08/2013,Bombus lapidarius,48
Farm6,ELS,3,07/08/2013,Bombus lapidarius,1
Farm6,ELS,3,07/08/2013,Bombus lapidarius,13
Farm6,ELS,3,07/08/2013,Bombus lapidarius,3
Farm6,ELS,3,07/08/2013,Bombus lapidarius,2
Farm6,ELS,3,07/08/2013,Bombus lapidarius,1
Farm6,ELS,3,07/08/2013,Bombus lapidarius,1
Farm6,ELS,3,07/08/2013,Bombus lapidarius,18
Farm6,ELS,3,07/08/2013,Bombus lapidarius,2
Farm6,ELS,3,07/08/2013,Bombus lapidarius,1
Farm6,ELS,3,07/08/2013,Bombus lapidarius,2
Farm6,ELS,3,07/08/2013,Bombus lapidarius,1
Farm6,ELS,3,07/08/2013,Bombus lapidarius,1
Farm6,ELS,2,30/06/2014,Bombus lapidarius,5
Farm6,ELS,2,30/06/2014,Bombus lapidarius,1
Farm6,ELS,2,30/06/2014,Bombus lapidarius,1
Farm6,ELS,3,08/08/2014,Bombus lapidarius,2
Farm6,ELS,3,08/08/2014,Bombus lapidarius,8
Farm6,ELS,3,08/08/2014,Bombus lapidarius,15
Farm6,ELS,3,08/08/2014,Bombus lapidarius,1
Farm6,ELS,3,08/08/2014,Bombus lapidarius,1
Farm6,ELS,3,08/08/2014,Bombus lapidarius,1
Farm6,ELS,3,08/08/2014,Bombus lapidarius,1
Farm6,ELS,3,08/08/2014,Bombus lapidarius,1
Farm6,ELS,3,08/08/2014,Bombus lapidarius,5
Farm6,ELS,3,08/08/2014,Bombus lapidarius,1
Farm6,ELS,3,08/08/2014,Bombus lapidarius,1
Farm6,ELS,1,25/05/2014,Bombus lapidarius,1
Farm6,ELS,1,25/05/2014,Bombus lapidarius,1
Farm6,ELS,1,25/05/2014,Bombus lapidarius,1
Farm6,ELS,1,25/05/2014,Bombus lapidarius,1
Farm6,ELS,2,14/07/2013,Bombus lucorum,1
Farm6,ELS,2,14/07/2013,Bombus lucorum,1
Farm6,ELS,3,07/08/2013,Bombus lucorum,1
Farm6,ELS,3,07/08/2013,Bombus lucorum,1
Farm6,ELS,3,07/08/2013,Bombus lucorum,12
Farm6,ELS,3,07/08/2013,Bombus lucorum,1
Farm6,ELS,3,08/08/2014,Bombus lucorum,1
Farm6,ELS,3,08/08/2014,Bombus lucorum,1
Farm6,ELS,3,08/08/2014,Bombus lucorum,1
Farm6,ELS,1,26/05/2013,Bombus pascuorum,1
Farm6,ELS,1,26/05/2013,Bombus pascuorum,2
Farm6,ELS,1,26/05/2013,Bombus pascuorum,1
Farm6,ELS,1,26/05/2013,Bombus pascuorum,1
Farm6,ELS,1,26/05/2013,Bombus pascuorum,1
Farm6,ELS,2,14/07/2013,Bombus pascuorum,2
Farm6,ELS,2,14/07/2013,Bombus pascuorum,1
Farm6,ELS,2,14/07/2013,Bombus pascuorum,1
Farm6,ELS,2,14/07/2013,Bombus pascuorum,1
Farm6,ELS,2,14/07/2013,Bombus pascuorum,1
Farm6,ELS,2,14/07/2013,Bombus pascuorum,1
Farm6,ELS,2,14/07/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,4
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,6
Farm6,ELS,3,07/08/2013,Bombus pascuorum,8
Farm6,ELS,3,07/08/2013,Bombus pascuorum,2
Farm6,ELS,3,07/08/2013,Bombus pascuorum,7
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,2
Farm6,ELS,3,07/08/2013,Bombus pascuorum,2
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,6
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,1
Farm6,ELS,3,07/08/2013,Bombus pascuorum,2
Farm6,ELS,1,25/05/2014,Bombus pascuorum,1
Farm6,ELS,1,25/05/2014,Bombus pascuorum,3
Farm6,ELS,1,25/05/2014,Bombus pascuorum,2
Farm6,ELS,1,25/05/2014,Bombus pascuorum,3
Farm6,ELS,1,25/05/2014,Bombus pascuorum,1
Farm6,ELS,1,25/05/2014,Bombus pascuorum,3
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,2
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,18
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,2
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,4
Farm6,ELS,2,30/06/2014,Bombus pascuorum,1
Farm6,ELS,2,30/06/2014,Bombus pascuorum,14
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,3
Farm6,ELS,3,08/08/2014,Bombus pascuorum,12
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,6
Farm6,ELS,3,08/08/2014,Bombus pascuorum,2
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,3,08/08/2014,Bombus pascuorum,1
Farm6,ELS,1,26/05/2013,Bombus pratorum,1
Farm6,ELS,2,14/07/2013,Bombus pratorum,1
Farm6,ELS,1,25/05/2014,Bombus pratorum,2
Farm6,ELS,1,25/05/2014,Bombus pratorum,1
Farm6,ELS,1,25/05/2014,Bombus pratorum,1
Farm6,ELS,1,25/05/2014,Bombus pratorum,1
Farm6,ELS,1,25/05/2014,Bombus pratorum,3
Farm6,ELS,1,25/05/2014,Bombus pratorum,1
Farm6,ELS,1,25/05/2014,Bombus pratorum,6
Farm6,ELS,2,30/06/2014,Bombus pratorum,1
Farm6,ELS,2,30/06/2014,Bombus pratorum,2
Farm6,ELS,2,30/06/2014,Bombus pratorum,1
Farm6,ELS,2,30/06/2014,Bombus pratorum,1
Farm6,ELS,2,30/06/2014,Bombus pratorum,1
Farm6,ELS,2,30/06/2014,Bombus pratorum,1
Farm6,ELS,2,30/06/2014,Bombus pratorum,1
Farm6,ELS,3,07/08/2013,Bombus rupestris,7
Farm6,ELS,3,07/08/2013,Bombus rupestris,4
Farm6,ELS,3,07/08/2013,Bombus rupestris,6
Farm6,ELS,3,07/08/2013,Bombus rupestris,1
Farm6,ELS,2,30/06/2014,Bombus rupestris,1
Farm6,ELS,2,30/06/2014,Bombus rupestris,4
Farm6,ELS,3,08/08/2014,Bombus rupestris,2
Farm6,ELS,1,26/05/2013,Bombus terrestris,1
Farm6,ELS,1,26/05/2013,Bombus terrestris,1
Farm6,ELS,2,14/07/2013,Bombus terrestris,2
Farm6,ELS,2,14/07/2013,Bombus terrestris,3
Farm6,ELS,2,14/07/2013,Bombus terrestris,1
Farm6,ELS,2,14/07/2013,Bombus terrestris,1
Farm6,ELS,2,14/07/2013,Bombus terrestris,1
Farm6,ELS,2,14/07/2013,Bombus terrestris,2
Farm6,ELS,2,14/07/2013,Bombus terrestris,1
Farm6,ELS,2,14/07/2013,Bombus terrestris,2
Farm6,ELS,2,14/07/2013,Bombus terrestris,12
Farm6,ELS,3,07/08/2013,Bombus terrestris,1
Farm6,ELS,3,07/08/2013,Bombus terrestris,6
Farm6,ELS,3,07/08/2013,Bombus terrestris,2
Farm6,ELS,3,07/08/2013,Bombus terrestris,1
Farm6,ELS,3,07/08/2013,Bombus terrestris,13
Farm6,ELS,3,07/08/2013,Bombus terrestris,1
Farm6,ELS,3,07/08/2013,Bombus terrestris,20
Farm6,ELS,3,07/08/2013,Bombus terrestris,2
Farm6,ELS,3,07/08/2013,Bombus terrestris,1
Farm6,ELS,3,07/08/2013,Bombus terrestris,1
Farm6,ELS,3,07/08/2013,Bombus terrestris,2
Farm6,ELS,3,07/08/2013,Bombus terrestris,1
Farm6,ELS,3,07/08/2013,Bombus terrestris,1
Farm6,ELS,1,25/05/2014,Bombus terrestris,1
Farm6,ELS,2,30/06/2014,Bombus terrestris,1
Farm6,ELS,2,30/06/2014,Bombus terrestris,2
Farm6,ELS,2,30/06/2014,Bombus terrestris,1
Farm6,ELS,2,30/06/2014,Bombus terrestris,3
Farm6,ELS,3,08/08/2014,Bombus terrestris,2
Farm6,ELS,2,14/07/2013,Bombus vestalis,1
Farm6,ELS,3,07/08/2013,Bombus vestalis,3
Farm6,ELS,3,07/08/2013,Bombus vestalis,2
Farm6,ELS,1,25/05/2014,Bombus vestalis,1
Farm6,ELS,2,30/06/2014,Bombus vestalis,1
Farm6,ELS,2,30/06/2014,Bombus vestalis,4
Farm6,ELS,1,25/05/2014,Halictus rubicundus,1
Farm6,ELS,3,07/08/2013,Halictus tumulorum,2
Farm6,ELS,3,08/08/2014,Halictus tumulorum,1
Farm6,ELS,3,08/08/2014,Halictus tumulorum,1
Farm6,ELS,3,07/08/2013,Hylaeus communis,2
Farm6,ELS,3,07/08/2013,Lasioglossum calceatum,1
Farm6,ELS,2,30/06/2014,Lasioglossum calceatum,1
Farm6,ELS,3,08/08/2014,Lasioglossum calceatum,1
Farm6,ELS,2,30/06/2014,Lasioglossum malachurum,1
Farm6,ELS,2,30/06/2014,Lasioglossum malachurum,2
Farm6,ELS,2,30/06/2014,Lasioglossum malachurum,1
Farm6,ELS,3,08/08/2014,Lasioglossum malachurum,2
Farm6,ELS,3,08/08/2014,Lasioglossum malachurum,4
Farm6,ELS,3,07/08/2013,Megachile centuncularis,1
Farm6,ELS,3,07/08/2013,Megachile centuncularis,1
Farm6,ELS,1,25/05/2014,Nomada fabriciana,1
Farm6,ELS,1,26/05/2013,Nomada flava/panzeri,1
Farm6,ELS,1,26/05/2013,Nomada flava/panzeri,2
Farm6,ELS,1,26/05/2013,Nomada flava/panzeri,1
Farm6,ELS,1,26/05/2013,Nomada flava/panzeri,1
Farm6,ELS,1,26/05/2013,Nomada flava/panzeri,1
Farm6,ELS,1,25/05/2014,Nomada flava/panzeri,1
Farm6,ELS,1,25/05/2014,Nomada flava/panzeri,1
Farm6,ELS,1,25/05/2014,Nomada flava/panzeri,1
Farm6,ELS,1,25/05/2014,Nomada flava/panzeri,1
Farm6,ELS,1,26/05/2013,Nomada goodeniana,1
Farm6,ELS,1,25/05/2014,Nomada goodeniana,1
Farm6,ELS,1,26/05/2013,Nomada marshamella,1
Farm7,ELS,2,11/07/2013,Bombus hortorum,5
Farm7,ELS,2,11/07/2013,Bombus hortorum,1
Farm7,ELS,2,11/07/2013,Bombus hortorum,1
Farm7,ELS,2,11/07/2013,Bombus hortorum,1
Farm7,ELS,2,11/07/2013,Bombus hortorum,1
Farm7,ELS,2,11/07/2013,Bombus hortorum,5
Farm7,ELS,2,11/07/2013,Bombus hortorum,1
Farm7,ELS,3,08/08/2013,Bombus hortorum,2
Farm7,ELS,2,05/07/2014,Bombus hortorum,2
Farm7,ELS,2,05/07/2014,Bombus hortorum,2
Farm7,ELS,2,05/07/2014,Bombus hortorum,1
Farm7,ELS,2,05/07/2014,Bombus hortorum,1
Farm7,ELS,3,08/08/2014,Bombus hortorum,1
Farm7,ELS,2,05/07/2014,Bombus hypnorum,1
Farm7,ELS,3,08/08/2013,Bombus jonellus,1
Farm7,ELS,2,05/07/2014,Bombus jonellus,1
Farm7,ELS,3,08/08/2013,Bombus lapidarius,8
Farm7,ELS,3,08/08/2013,Bombus lapidarius,2
Farm7,ELS,3,08/08/2013,Bombus lapidarius,3
Farm7,ELS,3,08/08/2013,Bombus lapidarius,7
Farm7,ELS,3,08/08/2013,Bombus lapidarius,2
Farm7,ELS,3,08/08/2013,Bombus lapidarius,1
Farm7,ELS,3,08/08/2013,Bombus lapidarius,3
Farm7,ELS,3,08/08/2013,Bombus lapidarius,1
Farm7,ELS,3,08/08/2013,Bombus lapidarius,1
Farm7,ELS,3,08/08/2013,Bombus lapidarius,1
Farm7,ELS,3,08/08/2013,Bombus lapidarius,1
Farm7,ELS,3,08/08/2013,Bombus lapidarius,1
Farm7,ELS,3,08/08/2014,Bombus lapidarius,1
Farm7,ELS,3,08/08/2014,Bombus lapidarius,7
Farm7,ELS,3,08/08/2014,Bombus lapidarius,1
Farm7,ELS,3,08/08/2014,Bombus lapidarius,3
Farm7,ELS,2,11/07/2013,Bombus lucorum,1
Farm7,ELS,3,08/08/2013,Bombus lucorum,2
Farm7,ELS,3,08/08/2013,Bombus lucorum,3
Farm7,ELS,3,08/08/2013,Bombus lucorum,3
Farm7,ELS,3,08/08/2013,Bombus lucorum,1
Farm7,ELS,2,05/07/2014,Bombus lucorum,1
Farm7,ELS,3,08/08/2014,Bombus lucorum,1
Farm7,ELS,2,11/07/2013,Bombus pascuorum,1
Farm7,ELS,2,11/07/2013,Bombus pascuorum,1
Farm7,ELS,3,08/08/2013,Bombus pascuorum,7
Farm7,ELS,3,08/08/2013,Bombus pascuorum,1
Farm7,ELS,3,08/08/2013,Bombus pascuorum,1
Farm7,ELS,3,08/08/2013,Bombus pascuorum,2
Farm7,ELS,3,08/08/2013,Bombus pascuorum,1
Farm7,ELS,3,08/08/2013,Bombus pascuorum,2
Farm7,ELS,3,08/08/2013,Bombus pascuorum,4
Farm7,ELS,3,08/08/2013,Bombus pascuorum,1
Farm7,ELS,3,08/08/2013,Bombus pascuorum,1
Farm7,ELS,1,28/05/2014,Bombus pascuorum,1
Farm7,ELS,2,05/07/2014,Bombus pascuorum,2
Farm7,ELS,2,05/07/2014,Bombus pascuorum,3
Farm7,ELS,3,08/08/2014,Bombus pascuorum,1
Farm7,ELS,3,08/08/2014,Bombus pascuorum,1
Farm7,ELS,3,08/08/2014,Bombus pascuorum,2
Farm7,ELS,2,11/07/2013,Bombus pratorum,1
Farm7,ELS,2,11/07/2013,Bombus pratorum,1
Farm7,ELS,3,08/08/2014,Bombus pratorum,2
Farm7,ELS,3,08/08/2013,Bombus rupestris,1
Farm7,ELS,3,08/08/2013,Bombus rupestris,1
